CoCA (GCoNet_ext-epCoCA): 0.0000 max-Emeasure || 0.6212 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9019 max-Emeasure || 0.8687 S-measure  || 0.8590 max-fm || 0.0605 mae || 0.8865 mean-Emeasure || 0.8418 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9493 max-Emeasure || 0.9161 S-measure  || 0.9190 max-fm || 0.0443 mae || 0.9382 mean-Emeasure || 0.8992 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8235 max-Emeasure || 0.7853 S-measure  || 0.6525 max-fm || 0.0549 mae || 0.7746 mean-Emeasure || 0.6147 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7867 max-Emeasure || 0.7547 S-measure  || 0.6129 max-fm || 0.0739 mae || 0.7365 mean-Emeasure || 0.5769 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8038 max-Emeasure || 0.7671 S-measure  || 0.6205 max-fm || 0.0686 mae || 0.7528 mean-Emeasure || 0.5924 mean-fm. # 73_8624
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9508 max-Emeasure || 0.9153 S-measure  || 0.9176 max-fm || 0.0444 mae || 0.9386 mean-Emeasure || 0.8993 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9125 max-Emeasure || 0.8731 S-measure  || 0.8714 max-fm || 0.0580 mae || 0.8916 mean-Emeasure || 0.8534 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9094 max-Emeasure || 0.8718 S-measure  || 0.8664 max-fm || 0.0588 mae || 0.8923 mean-Emeasure || 0.8486 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9521 max-Emeasure || 0.9161 S-measure  || 0.9182 max-fm || 0.0434 mae || 0.9398 mean-Emeasure || 0.8975 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7949 max-Emeasure || 0.7591 S-measure  || 0.6112 max-fm || 0.0722 mae || 0.7406 mean-Emeasure || 0.5802 mean-fm.

# 0721 72-8648
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8233 max-Emeasure || 0.7809 S-measure  || 0.6429 max-fm || 0.0616 mae || 0.7770 mean-Emeasure || 0.6158 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9496 max-Emeasure || 0.9166 S-measure  || 0.9177 max-fm || 0.0437 mae || 0.9385 mean-Emeasure || 0.9003 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9117 max-Emeasure || 0.8715 S-measure  || 0.8647 max-fm || 0.0584 mae || 0.8904 mean-Emeasure || 0.8471 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9104 max-Emeasure || 0.8726 S-measure  || 0.8642 max-fm || 0.0589 mae || 0.8911 mean-Emeasure || 0.8452 mean-fm. # 41
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9482 max-Emeasure || 0.9137 S-measure  || 0.9179 max-fm || 0.0467 mae || 0.9353 mean-Emeasure || 0.8958 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8162 max-Emeasure || 0.7739 S-measure  || 0.6408 max-fm || 0.0668 mae || 0.7709 mean-Emeasure || 0.6127 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8064 max-Emeasure || 0.7571 S-measure  || 0.6271 max-fm || 0.0755 mae || 0.7423 mean-Emeasure || 0.5832 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7973 max-Emeasure || 0.7500 S-measure  || 0.6265 max-fm || 0.0834 mae || 0.7334 mean-Emeasure || 0.5741 mean-fm.

#0721 130 8666
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8021 max-Emeasure || 0.7648 S-measure  || 0.6260 max-fm || 0.0721 mae || 0.7510 mean-Emeasure || 0.5950 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8057 max-Emeasure || 0.7715 S-measure  || 0.6374 max-fm || 0.0663 mae || 0.7613 mean-Emeasure || 0.6033 mean-fm.121
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9418 max-Emeasure || 0.9119 S-measure  || 0.9132 max-fm || 0.0478 mae || 0.9311 mean-Emeasure || 0.8945 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9136 max-Emeasure || 0.8768 S-measure  || 0.8702 max-fm || 0.0571 mae || 0.8958 mean-Emeasure || 0.8525 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9065 max-Emeasure || 0.8687 S-measure  || 0.8619 max-fm || 0.0627 mae || 0.8847 mean-Emeasure || 0.8419 mean-fm.81
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9121 max-Emeasure || 0.8769 S-measure  || 0.8686 max-fm || 0.0563 mae || 0.8957 mean-Emeasure || 0.8496 mean-fm.76
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9490 max-Emeasure || 0.9140 S-measure  || 0.9171 max-fm || 0.0464 mae || 0.9353 mean-Emeasure || 0.8942 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7912 max-Emeasure || 0.7548 S-measure  || 0.6158 max-fm || 0.0758 mae || 0.7391 mean-Emeasure || 0.5778 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8017 max-Emeasure || 0.7549 S-measure  || 0.6200 max-fm || 0.0760 mae || 0.7394 mean-Emeasure || 0.5785 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8090 max-Emeasure || 0.7683 S-measure  || 0.6366 max-fm || 0.0710 mae || 0.7579 mean-Emeasure || 0.6006 mean-fm.

# 0721 115-8646
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8060 max-Emeasure || 0.7775 S-measure  || 0.6375 max-fm || 0.0654 mae || 0.7699 mean-Emeasure || 0.6120 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9500 max-Emeasure || 0.9163 S-measure  || 0.9188 max-fm || 0.0449 mae || 0.9365 mean-Emeasure || 0.8981 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9039 max-Emeasure || 0.8683 S-measure  || 0.8585 max-fm || 0.0622 mae || 0.8842 mean-Emeasure || 0.8398 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9125 max-Emeasure || 0.8770 S-measure  || 0.8679 max-fm || 0.0575 mae || 0.8953 mean-Emeasure || 0.8487 mean-fm. 104
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9072 max-Emeasure || 0.8732 S-measure  || 0.8627 max-fm || 0.0595 mae || 0.8905 mean-Emeasure || 0.8428 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9137 max-Emeasure || 0.8774 S-measure  || 0.8698 max-fm || 0.0566 mae || 0.8977 mean-Emeasure || 0.8507 mean-fm. 86
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9446 max-Emeasure || 0.9119 S-measure  || 0.9149 max-fm || 0.0478 mae || 0.9329 mean-Emeasure || 0.8933 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7933 max-Emeasure || 0.7525 S-measure  || 0.6092 max-fm || 0.0766 mae || 0.7333 mean-Emeasure || 0.5736 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7968 max-Emeasure || 0.7561 S-measure  || 0.6136 max-fm || 0.0737 mae || 0.7398 mean-Emeasure || 0.5770 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7933 max-Emeasure || 0.7554 S-measure  || 0.6113 max-fm || 0.0751 mae || 0.7372 mean-Emeasure || 0.5792 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7960 max-Emeasure || 0.7586 S-measure  || 0.6186 max-fm || 0.0728 mae || 0.7462 mean-Emeasure || 0.5832 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8059 max-Emeasure || 0.7586 S-measure  || 0.6286 max-fm || 0.0775 mae || 0.7414 mean-Emeasure || 0.5882 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7998 max-Emeasure || 0.7589 S-measure  || 0.6246 max-fm || 0.0784 mae || 0.7381 mean-Emeasure || 0.5854 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8030 max-Emeasure || 0.7588 S-measure  || 0.6233 max-fm || 0.0727 mae || 0.7453 mean-Emeasure || 0.5840 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8113 max-Emeasure || 0.7716 S-measure  || 0.6402 max-fm || 0.0705 mae || 0.7579 mean-Emeasure || 0.6070 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8090 max-Emeasure || 0.7647 S-measure  || 0.6306 max-fm || 0.0718 mae || 0.7519 mean-Emeasure || 0.5956 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8064 max-Emeasure || 0.7717 S-measure  || 0.6356 max-fm || 0.0664 mae || 0.7619 mean-Emeasure || 0.6035 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9084 max-Emeasure || 0.8720 S-measure  || 0.8625 max-fm || 0.0581 mae || 0.8893 mean-Emeasure || 0.8447 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9188 max-Emeasure || 0.8805 S-measure  || 0.8744 max-fm || 0.0552 mae || 0.9010 mean-Emeasure || 0.8545 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8079 max-Emeasure || 0.7606 S-measure  || 0.6330 max-fm || 0.0729 mae || 0.7473 mean-Emeasure || 0.5871 mean-fm.

# 0721(0726) 32
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8062 max-Emeasure || 0.7707 S-measure  || 0.6323 max-fm || 0.0687 mae || 0.7514 mean-Emeasure || 0.5977 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9446 max-Emeasure || 0.9091 S-measure  || 0.9126 max-fm || 0.0496 mae || 0.9307 mean-Emeasure || 0.8888 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9144 max-Emeasure || 0.8756 S-measure  || 0.8686 max-fm || 0.0584 mae || 0.8941 mean-Emeasure || 0.8473 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9131 max-Emeasure || 0.8781 S-measure  || 0.8696 max-fm || 0.0589 mae || 0.8934 mean-Emeasure || 0.8471 mean-fm. # 99
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9497 max-Emeasure || 0.9177 S-measure  || 0.9228 max-fm || 0.0453 mae || 0.9360 mean-Emeasure || 0.8983 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7962 max-Emeasure || 0.7558 S-measure  || 0.6198 max-fm || 0.0763 mae || 0.7404 mean-Emeasure || 0.5824 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8186 max-Emeasure || 0.7775 S-measure  || 0.6603 max-fm || 0.0630 mae || 0.7662 mean-Emeasure || 0.6154 mean-fm. # 106  ~~~~
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9124 max-Emeasure || 0.8752 S-measure  || 0.8706 max-fm || 0.0599 mae || 0.8931 mean-Emeasure || 0.8500 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9487 max-Emeasure || 0.9162 S-measure  || 0.9218 max-fm || 0.0463 mae || 0.9354 mean-Emeasure || 0.8984 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8201 max-Emeasure || 0.7809 S-measure  || 0.6505 max-fm || 0.0631 mae || 0.7718 mean-Emeasure || 0.6188 mean-fm. #139
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9062 max-Emeasure || 0.8703 S-measure  || 0.8620 max-fm || 0.0605 mae || 0.8902 mean-Emeasure || 0.8426 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9112 max-Emeasure || 0.8743 S-measure  || 0.8687 max-fm || 0.0584 mae || 0.8935 mean-Emeasure || 0.8514 mean-fm. # 143
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7977 max-Emeasure || 0.7710 S-measure  || 0.6342 max-fm || 0.0695 mae || 0.7573 mean-Emeasure || 0.6054 mean-fm.

# 0721(0726) 185-8673
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8104 max-Emeasure || 0.7805 S-measure  || 0.6480 max-fm || 0.0656 mae || 0.7750 mean-Emeasure || 0.6226 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9516 max-Emeasure || 0.9201 S-measure  || 0.9239 max-fm || 0.0420 mae || 0.9415 mean-Emeasure || 0.9062 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9122 max-Emeasure || 0.8751 S-measure  || 0.8689 max-fm || 0.0566 mae || 0.8932 mean-Emeasure || 0.8512 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8126 max-Emeasure || 0.7710 S-measure  || 0.6401 max-fm || 0.0692 mae || 0.7592 mean-Emeasure || 0.6078 mean-fm. # 81
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8396 max-Emeasure || 0.7915 S-measure  || 0.6821 max-fm || 0.0587 mae || 0.7848 mean-Emeasure || 0.6346 mean-fm. # 40
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9435 max-Emeasure || 0.9089 S-measure  || 0.9115 max-fm || 0.0509 mae || 0.9284 mean-Emeasure || 0.8869 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9013 max-Emeasure || 0.8645 S-measure  || 0.8520 max-fm || 0.0648 mae || 0.8783 mean-Emeasure || 0.8308 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9136 max-Emeasure || 0.8760 S-measure  || 0.8663 max-fm || 0.0580 mae || 0.8927 mean-Emeasure || 0.8463 mean-fm. # 76
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9423 max-Emeasure || 0.9081 S-measure  || 0.9095 max-fm || 0.0506 mae || 0.9288 mean-Emeasure || 0.8878 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9128 max-Emeasure || 0.8775 S-measure  || 0.8699 max-fm || 0.0572 mae || 0.8974 mean-Emeasure || 0.8488 mean-fm. 82
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9446 max-Emeasure || 0.9128 S-measure  || 0.9164 max-fm || 0.0481 mae || 0.9319 mean-Emeasure || 0.8929 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7965 max-Emeasure || 0.7525 S-measure  || 0.6182 max-fm || 0.0787 mae || 0.7350 mean-Emeasure || 0.5769 mean-fm.

# 0721(0727
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8017 max-Emeasure || 0.7632 S-measure  || 0.6178 max-fm || 0.0721 mae || 0.7475 mean-Emeasure || 0.5889 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8069 max-Emeasure || 0.7623 S-measure  || 0.6317 max-fm || 0.0728 mae || 0.7484 mean-Emeasure || 0.5896 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8055 max-Emeasure || 0.7586 S-measure  || 0.6281 max-fm || 0.0755 mae || 0.7466 mean-Emeasure || 0.5850 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7926 max-Emeasure || 0.7599 S-measure  || 0.6242 max-fm || 0.0769 mae || 0.7440 mean-Emeasure || 0.5887 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7998 max-Emeasure || 0.7634 S-measure  || 0.6245 max-fm || 0.0711 mae || 0.7515 mean-Emeasure || 0.5906 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7954 max-Emeasure || 0.7606 S-measure  || 0.6269 max-fm || 0.0744 mae || 0.7435 mean-Emeasure || 0.5863 mean-fm.

# 0721(0727 121-8675
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8177 max-Emeasure || 0.7713 S-measure  || 0.6460 max-fm || 0.0653 mae || 0.7632 mean-Emeasure || 0.6049 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9124 max-Emeasure || 0.8751 S-measure  || 0.8666 max-fm || 0.0582 mae || 0.8924 mean-Emeasure || 0.8473 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9119 max-Emeasure || 0.8747 S-measure  || 0.8652 max-fm || 0.0592 mae || 0.8919 mean-Emeasure || 0.8458 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7973 max-Emeasure || 0.7674 S-measure  || 0.6341 max-fm || 0.0698 mae || 0.7561 mean-Emeasure || 0.5982 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8193 max-Emeasure || 0.7803 S-measure  || 0.6470 max-fm || 0.0633 mae || 0.7688 mean-Emeasure || 0.6137 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9092 max-Emeasure || 0.8713 S-measure  || 0.8637 max-fm || 0.0608 mae || 0.8895 mean-Emeasure || 0.8439 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9048 max-Emeasure || 0.8705 S-measure  || 0.8593 max-fm || 0.0605 mae || 0.8859 mean-Emeasure || 0.8385 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9103 max-Emeasure || 0.8713 S-measure  || 0.8632 max-fm || 0.0601 mae || 0.8926 mean-Emeasure || 0.8449 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9051 max-Emeasure || 0.8694 S-measure  || 0.8624 max-fm || 0.0603 mae || 0.8864 mean-Emeasure || 0.8437 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9089 max-Emeasure || 0.8712 S-measure  || 0.8675 max-fm || 0.0596 mae || 0.8880 mean-Emeasure || 0.8491 mean-fm.


# 0721(0728 72-8653
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9136 max-Emeasure || 0.8751 S-measure  || 0.8694 max-fm || 0.0571 mae || 0.8936 mean-Emeasure || 0.8519 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8036 max-Emeasure || 0.7690 S-measure  || 0.6381 max-fm || 0.0685 mae || 0.7581 mean-Emeasure || 0.6040 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9494 max-Emeasure || 0.9152 S-measure  || 0.9188 max-fm || 0.0453 mae || 0.9364 mean-Emeasure || 0.8970 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8060 max-Emeasure || 0.7659 S-measure  || 0.6352 max-fm || 0.0677 mae || 0.7481 mean-Emeasure || 0.5930 mean-fm. # 62  ~~~
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9448 max-Emeasure || 0.9098 S-measure  || 0.9121 max-fm || 0.0486 mae || 0.9315 mean-Emeasure || 0.8882 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9138 max-Emeasure || 0.8763 S-measure  || 0.8676 max-fm || 0.0575 mae || 0.8953 mean-Emeasure || 0.8473 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9132 max-Emeasure || 0.8756 S-measure  || 0.8664 max-fm || 0.0586 mae || 0.8923 mean-Emeasure || 0.8450 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9459 max-Emeasure || 0.9118 S-measure  || 0.9142 max-fm || 0.0484 mae || 0.9311 mean-Emeasure || 0.8898 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8081 max-Emeasure || 0.7654 S-measure  || 0.6316 max-fm || 0.0697 mae || 0.7437 mean-Emeasure || 0.5855 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7991 max-Emeasure || 0.7604 S-measure  || 0.6246 max-fm || 0.0749 mae || 0.7399 mean-Emeasure || 0.5809 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8041 max-Emeasure || 0.7720 S-measure  || 0.6281 max-fm || 0.0701 mae || 0.7609 mean-Emeasure || 0.6060 mean-fm.

# 0721(0728 65-8648
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8046 max-Emeasure || 0.7649 S-measure  || 0.6316 max-fm || 0.0705 mae || 0.7491 mean-Emeasure || 0.5898 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8130 max-Emeasure || 0.7610 S-measure  || 0.6322 max-fm || 0.0713 mae || 0.7489 mean-Emeasure || 0.5864 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7984 max-Emeasure || 0.7476 S-measure  || 0.6124 max-fm || 0.0781 mae || 0.7290 mean-Emeasure || 0.5661 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7900 max-Emeasure || 0.7529 S-measure  || 0.6150 max-fm || 0.0796 mae || 0.7352 mean-Emeasure || 0.5809 mean-fm.

# 0721(0729 115-8680
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7892 max-Emeasure || 0.7568 S-measure  || 0.6168 max-fm || 0.0754 mae || 0.7377 mean-Emeasure || 0.5787 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8226 max-Emeasure || 0.7887 S-measure  || 0.6380 max-fm || 0.0537 mae || 0.7704 mean-Emeasure || 0.6101 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9098 max-Emeasure || 0.8722 S-measure  || 0.8650 max-fm || 0.0582 mae || 0.8918 mean-Emeasure || 0.8484 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9141 max-Emeasure || 0.8773 S-measure  || 0.8677 max-fm || 0.0589 mae || 0.8944 mean-Emeasure || 0.8471 mean-fm. # 83
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8070 max-Emeasure || 0.7715 S-measure  || 0.6444 max-fm || 0.0649 mae || 0.7590 mean-Emeasure || 0.6003 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9449 max-Emeasure || 0.9094 S-measure  || 0.9139 max-fm || 0.0495 mae || 0.9303 mean-Emeasure || 0.8895 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9079 max-Emeasure || 0.8704 S-measure  || 0.8611 max-fm || 0.0621 mae || 0.8881 mean-Emeasure || 0.8395 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9119 max-Emeasure || 0.8732 S-measure  || 0.8647 max-fm || 0.0615 mae || 0.8873 mean-Emeasure || 0.8423 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9078 max-Emeasure || 0.8691 S-measure  || 0.8590 max-fm || 0.0611 mae || 0.8886 mean-Emeasure || 0.8414 mean-fm.

# 0721(0729 121-8670

RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9066 max-Emeasure || 0.8713 S-measure  || 0.8608 max-fm || 0.0599 mae || 0.8885 mean-Emeasure || 0.8437 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9062 max-Emeasure || 0.8727 S-measure  || 0.8621 max-fm || 0.0601 mae || 0.8872 mean-Emeasure || 0.8412 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9117 max-Emeasure || 0.8723 S-measure  || 0.8645 max-fm || 0.0620 mae || 0.8883 mean-Emeasure || 0.8421 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9132 max-Emeasure || 0.8740 S-measure  || 0.8644 max-fm || 0.0585 mae || 0.8924 mean-Emeasure || 0.8459 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8033 max-Emeasure || 0.7638 S-measure  || 0.6317 max-fm || 0.0709 mae || 0.7500 mean-Emeasure || 0.5931 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8103 max-Emeasure || 0.7598 S-measure  || 0.6382 max-fm || 0.0714 mae || 0.7440 mean-Emeasure || 0.5887 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7982 max-Emeasure || 0.7567 S-measure  || 0.6240 max-fm || 0.0768 mae || 0.7329 mean-Emeasure || 0.5764 mean-fm.

#0721(0730 102-8665
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8032 max-Emeasure || 0.7625 S-measure  || 0.6306 max-fm || 0.0704 mae || 0.7409 mean-Emeasure || 0.5882 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8238 max-Emeasure || 0.7756 S-measure  || 0.6511 max-fm || 0.0630 mae || 0.7636 mean-Emeasure || 0.6067 mean-fm.

RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9199 max-Emeasure || 0.8788 S-measure  || 0.8743 max-fm || 0.0561 mae || 0.8970 mean-Emeasure || 0.8543 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9457 max-Emeasure || 0.9116 S-measure  || 0.9160 max-fm || 0.0480 mae || 0.9339 mean-Emeasure || 0.8955 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8011 max-Emeasure || 0.7610 S-measure  || 0.6316 max-fm || 0.0725 mae || 0.7453 mean-Emeasure || 0.5882 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8120 max-Emeasure || 0.7674 S-measure  || 0.6358 max-fm || 0.0674 mae || 0.7562 mean-Emeasure || 0.5944 mean-fm.

# 0721(0731 186-8663
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8029 max-Emeasure || 0.7591 S-measure  || 0.6279 max-fm || 0.0746 mae || 0.7396 mean-Emeasure || 0.5855 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8125 max-Emeasure || 0.7665 S-measure  || 0.6356 max-fm || 0.0680 mae || 0.7555 mean-Emeasure || 0.5970 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8084 max-Emeasure || 0.7782 S-measure  || 0.6393 max-fm || 0.0639 mae || 0.7629 mean-Emeasure || 0.6070 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9057 max-Emeasure || 0.8718 S-measure  || 0.8639 max-fm || 0.0610 mae || 0.8869 mean-Emeasure || 0.8419 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9076 max-Emeasure || 0.8730 S-measure  || 0.8622 max-fm || 0.0583 mae || 0.8889 mean-Emeasure || 0.8436 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8963 max-Emeasure || 0.8624 S-measure  || 0.8481 max-fm || 0.0621 mae || 0.8748 mean-Emeasure || 0.8294 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9140 max-Emeasure || 0.8765 S-measure  || 0.8684 max-fm || 0.0582 mae || 0.8971 mean-Emeasure || 0.8497 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7979 max-Emeasure || 0.7493 S-measure  || 0.6166 max-fm || 0.0782 mae || 0.7291 mean-Emeasure || 0.5681 mean-fm.

